Time,Latitude,Longitude,Elevation,Number of Satellites Locked,Angular Velocity,Acceleration,Magnetic Field
12:09:46,36.12358500,97.06759467,278.0,07,"(-0.002181661564992912, 0.002181661564992912, 0.0)","(0.23, 1.28, 9.6)","(0.0, 0.0, 0.0)"
12:09:49,36.12358500,97.06759467,,00,"(0.001090830782496456, -0.002181661564992912, -0.001090830782496456)","(0.24, 1.26, 9.58)","(0.0, 0.0, 0.0)"
12:09:52,36.12358500,97.06759467,,00,"(0.002181661564992912, 0.0, -0.003272492347489368)","(0.24, 1.28, 9.620000000000001)","(0.0, 0.0, 0.0)"
12:09:55,36.12358500,97.06759467,,00,"(0.0, -0.001090830782496456, -0.002181661564992912)","(0.22, 1.27, 9.56)","(0.0, 0.0, 0.0)"
12:09:58,36.12358500,97.06759467,,00,"(-0.003272492347489368, 0.002181661564992912, 0.001090830782496456)","(0.23, 1.26, 9.58)","(0.0, 0.0, 0.0)"
12:10:01,36.12358500,97.06759467,,00,"(0.001090830782496456, -0.003272492347489368, 0.0)","(0.23, 1.29, 9.61)","(0.0, 0.0, 0.0)"
12:10:04,36.12358500,97.06759467,,00,"(-0.003272492347489368, 0.002181661564992912, 0.001090830782496456)","(0.23, 1.28, 9.57)","(0.0, 0.0, 0.0)"
12:10:08,36.12358500,97.06759467,,00,"(-0.003272492347489368, 0.003272492347489368, 0.001090830782496456)","(0.24, 1.26, 9.58)","(0.0, 0.0, 0.0)"
12:10:11,36.12358500,97.06759467,,00,"(-0.002181661564992912, 0.002181661564992912, 0.001090830782496456)","(0.24, 1.26, 9.58)","(0.0, 0.0, 0.0)"
12:10:14,36.12358500,97.06759467,,00,"(0.002181661564992912, -0.002181661564992912, -0.001090830782496456)","(0.24, 1.29, 9.61)","(0.0, 0.0, 0.0)"
12:10:17,36.12358500,97.06759467,,00,"(0.0, -0.002181661564992912, 0.001090830782496456)","(0.24, 1.29, 9.56)","(0.0, 0.0, 0.0)"
12:10:20,36.12358500,97.06759467,,00,"(0.0, 0.0, -0.002181661564992912)","(0.23, 1.28, 9.61)","(0.0, 0.0, 0.0)"
12:10:23,36.12358500,97.06759467,,00,"(-0.001090830782496456, 0.002181661564992912, 0.002181661564992912)","(0.23, 1.29, 9.59)","(0.0, 0.0, 0.0)"
12:10:26,36.12358500,97.06759467,,00,"(0.001090830782496456, -0.001090830782496456, 0.0)","(0.23, 1.29, 9.620000000000001)","(0.0, 0.0, 0.0)"
12:10:29,36.12358500,97.06759467,,00,"(-0.003272492347489368, 0.001090830782496456, 0.0)","(0.25, 1.29, 9.61)","(0.0, 0.0, 0.0)"
12:10:32,36.12358500,97.06759467,,00,"(0.001090830782496456, -0.001090830782496456, 0.0)","(0.23, 1.26, 9.620000000000001)","(0.0, 0.0, 0.0)"
12:10:35,36.12358500,97.06759467,,00,"(0.0, 0.002181661564992912, 0.0)","(0.23, 1.3, 9.61)","(0.0, 0.0, 0.0)"
12:10:38,36.12358500,97.06759467,,00,"(-0.001090830782496456, 0.002181661564992912, 0.001090830782496456)","(None, None, None)","(0.0, 0.0, 0.0)"
